pollster,poll_id,state,start_date,end_date,DEM,REP,Delta,date,Quarter_2018-4,Quarter_2019-1,Quarter_2019-2,Quarter_2019-3,Quarter_2019-4,Quarter_2020-1,Quarter_2020-2,Quarter_2020-3,Quarter_2020-4,Quarter_2021-2,Quarter_2021-3,Quarter_2021-4,Quarter_2022-1,Quarter_2022-2,Quarter_2022-3,Quarter_2022-4,Quarter_2023-1,Quarter_2023-2,Quarter_2023-3,Quarter_2023-4,Quarter_2024-1,Quarter_2024-2,Quarter_2024-3,Quarter_2024-4,Day_Series,Prior_Delta,Swing
Emerson,58821,Texas,8/1/19,8/3/19,48.35714285714286,51.64285714285714,51.64285714285714,2019-08-03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,49.075,2.567857142857136
University of Texas at Tyler,58823,Texas,8/1/19,8/4/19,38.4,37.833333333333336,49.71666666666667,2019-08-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,51.64285714285714,-1.9261904761904702
Harper Polling,58900,North Carolina,8/1/19,8/4/19,43,46,51.5,2019-08-04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,48,3.5
SurveyUSA,58835,National,8/1/19,8/5/19,47.142857142857146,43.142857142857146,48,2019-08-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,49.5,-1.5
SurveyUSA,58836,California,8/1/19,8/5/19,59.142857142857146,28.857142857142858,34.857142857142854,2019-08-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,50,-15.142857142857146
SurveyUSA,58840,North Carolina,8/1/19,8/5/19,45.57142857142857,42.857142857142854,48.64285714285714,2019-08-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,51.5,-2.857142857142861
Gravis Marketing (2020 and earlier),58891,New Hampshire,8/2/19,8/6/19,49.8,42.2,46.2,2019-08-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,47.65714285714286,-1.4571428571428555
Y2 Analytics,59465,Utah,7/31/19,8/6/19,35.142857142857146,40.142857142857146,52.5,2019-08-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266,50,2.5
Zogby,58918,Alaska,7/22/19,8/9/19,34.2,46.2,56,2019-08-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,50,6
Zogby,58907,National,8/9/19,8/12/19,43.2,45,50.9,2019-08-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,48,2.8999999999999986
Beacon/Shaw,58906,National,8/11/19,8/13/19,47.25,38.75,45.75,2019-08-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,50.9,-5.149999999999999
OH Predictive Insights / MBQF,58960,Arizona,8/13/19,8/14/19,39.2,43.8,52.3,2019-08-14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,47.5,4.799999999999997
Gravis Marketing (2020 and earlier),58933,Nevada,8/14/19,8/16/19,44.714285714285715,45.57142857142857,50.42857142857143,2019-08-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,51.22,-0.7914285714285683
Morning Consult,58963,National,8/16/19,8/18/19,33.142857142857146,35.142857142857146,51,2019-08-18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,45.75,5.25
Emerson,58930,Colorado,8/16/19,8/19/19,53.88,46.12,46.12,2019-08-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,45.5,0.6199999999999974
EPIC/MRA,59450,Michigan,8/17/19,8/21/19,48.5,42.75,47.125,2019-08-21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,46.83333333333333,0.2916666666666714
HarrisX,59427,National,8/22/19,8/23/19,36.111111111111114,38.22222222222222,51.05555555555556,2019-08-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,51,0.055555555555557135
HarrisX,59439,National,8/23/19,8/24/19,31.7,37.3,52.8,2019-08-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,51.05555555555556,1.74444444444444
Climate Nexus,59537,Texas,8/20/19,8/25/19,39.57142857142857,44.57142857142857,52.5,2019-08-25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,49.71666666666667,2.7833333333333314
Emerson,59443,National,8/24/19,8/26/19,51.18,48.82,48.82,2019-08-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,52.8,-3.979999999999997
Quinnipiac,59451,National,8/21/19,8/26/19,51.8,39.4,43.8,2019-08-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,48.82,-5.020000000000003
Marquette Law School,59488,Wisconsin,8/25/19,8/29/19,47.625,44.625,48.5,2019-08-29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,48.625,-0.125
TIPP,59475,National,8/22/19,8/30/19,50.25,44.75,47.25,2019-08-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,43.8,3.450000000000003
ABC/Washington Post,59505,National,9/2/19,9/5/19,50.9,41.2,45.150000000000006,2019-09-05,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,47.25,-2.0999999999999943
Univision/University of Houston/Latino Decisions/North Star Opinion Research,59523,Texas,8/31/19,9/6/19,45.166666666666664,42.166666666666664,48.5,2019-09-06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297,52.5,-4
Øptimus,59556,Wisconsin,9/7/19,9/9/19,45.333333333333336,42.333333333333336,48.5,2019-09-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,48.5,0
Øptimus,59557,Michigan,9/7/19,9/9/19,41,42,50.5,2019-09-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,47.125,3.375
Øptimus,59558,Pennsylvania,9/7/19,9/9/19,44,41.333333333333336,48.66666666666667,2019-09-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,53.25,-4.583333333333329
Emerson,59522,New Hampshire,9/6/19,9/9/19,52.18,47.82,47.82,2019-09-09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,46.2,1.6199999999999974
GQR,59572,National,9/7/19,9/11/19,48.5,41.666666666666664,46.58333333333333,2019-09-11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,45.150000000000006,1.433333333333323
Bendixen & Amandi International,59598,Arizona,9/9/19,9/12/19,39.75,43,51.625,2019-09-12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,52.3,-0.6749999999999972
Marquette Law School,62225,National,9/3/19,9/13/19,42.5,34.5,46,2019-09-13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,46.58333333333333,-0.5833333333333286
SurveyUSA,59596,California,9/13/19,9/15/19,52.666666666666664,29.733333333333334,38.53333333333333,2019-09-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,34.857142857142854,3.6761904761904773
University of Texas at Tyler,59616,Texas,9/13/19,9/15/19,36.36666666666667,39.25,51.44166666666666,2019-09-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,48.5,2.941666666666663
Florida Atlantic University,59604,Florida,9/12/19,9/15/19,49.225,50.775,50.775,2019-09-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,48.16666666666667,2.608333333333327
Research America,59725,Virginia,9/3/19,9/15/19,52.5,38.25,42.875,2019-09-15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,50,-7.125
Emerson,59591,California,9/13/19,9/16/19,62.075,37.925,37.925,2019-09-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,38.53333333333333,-0.6083333333333343
SurveyUSA,59595,National,9/13/19,9/16/19,44.266666666666666,36.86666666666667,46.3,2019-09-16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,46,0.29999999999999716
Zogby,59714,National,9/16/19,9/17/19,47,45.333333333333336,49.16666666666667,2019-09-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,46.3,2.8666666666666742
Beacon/Shaw,59611,National,9/15/19,9/17/19,47,39.5,46.25,2019-09-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,49.16666666666667,-2.9166666666666714
YouGov,59601,National,9/14/19,9/17/19,45,41,48,2019-09-17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,46.25,1.75
Remington,59627,Missouri,9/18/19,9/19/19,39.666666666666664,53.666666666666664,57,2019-09-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,56.125,0.875
HarrisX,59707,National,9/21/19,9/22/19,35.81818181818182,38,51.09090909090909,2019-09-22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,48,3.0909090909090935
Emerson,59642,National,9/21/19,9/23/19,49.7,50.3,50.3,2019-09-23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,51.09090909090909,-0.7909090909090963
Ipsos,59699,National,9/23/19,9/24/19,39.166666666666664,36.666666666666664,48.75,2019-09-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,50.3,-1.5499999999999972
Rasmussen,59710,National,9/23/19,9/24/19,43,47,52,2019-09-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,48.75,3.25
Civiqs,59723,National,9/21/19,9/24/19,46.25,43.75,48.75,2019-09-24,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,52,-3.25
Target Insyght,59737,Michigan,9/25/19,9/26/19,54,35,40.5,2019-09-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,50.5,-10
Ipsos,59747,National,9/26/19,9/30/19,40.833333333333336,35.166666666666664,47.166666666666664,2019-09-30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,48.75,-1.5833333333333357
HarrisX,59775,National,10/1/19,10/2/19,33.63636363636363,37,51.68181818181819,2019-10-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,47.166666666666664,4.515151515151523
Emerson,59820,Ohio,9/29/19,10/2/19,52.233333333333334,47.766666666666666,47.766666666666666,2019-10-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,49.583333333333336,-1.81666666666667
Beacon/Shaw,59858,Wisconsin,9/29/19,10/2/19,46,40,47,2019-10-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,48.5,-1.5
GreatBlue Research,59934,Connecticut,9/17/19,10/2/19,48.96,34.38,42.71,2019-10-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,50,-7.289999999999999
Zogby,59899,National,10/1/19,10/3/19,42.6,46.8,52.099999999999994,2019-10-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,51.68181818181819,0.41818181818180733
TIPP,59853,National,9/26/19,10/3/19,48.5,45.25,48.375,2019-10-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,52.099999999999994,-3.7249999999999943
University of Montana,59896,Montana,9/26/19,10/3/19,46.94,53.06,53.06,2019-10-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,50,3.0600000000000023
Virginia Commonwealth U.,60087,Virginia,9/23/19,10/4/19,49.77777777777778,45.888888888888886,48.05555555555556,2019-10-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,42.875,5.180555555555557
PPP,59917,North Carolina,10/4/19,10/6/19,48.6,46.6,49,2019-10-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,48.64285714285714,0.3571428571428612
Rasmussen,59861,National,10/3/19,10/6/19,45,45,50,2019-10-06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,48.375,1.625
Quinnipiac,59902,National,10/4/19,10/7/19,49.666666666666664,41,45.66666666666667,2019-10-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,50,-4.333333333333329
Climate Nexus,60067,Ohio,10/1/19,10/7/19,51.2,48.8,48.8,2019-10-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,47.766666666666666,1.0333333333333314
Meredith College,60059,North Carolina,9/29/19,10/7/19,31.1,38.88,53.89,2019-10-07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,49,4.890000000000001
YouGov,59915,National,10/6/19,10/8/19,47,43,48,2019-10-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,45.66666666666667,2.3333333333333286
Beacon/Shaw,59938,National,10/6/19,10/8/19,49.666666666666664,40,45.16666666666667,2019-10-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,48,-2.8333333333333286
East Carolina University,60063,North Carolina,10/2/19,10/9/19,47.9,48.26,50.18,2019-10-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,53.89,-3.710000000000001
PPP,60060,Ohio,10/10/19,10/11/19,45.6,46.8,50.599999999999994,2019-10-11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,48.8,1.7999999999999972
PPP,60089,Maine,10/11/19,10/13/19,52.4,43,45.3,2019-10-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,47,-1.7000000000000028
PPP,60090,Maine CD-1,10/11/19,10/13/19,57.4,38.6,40.6,2019-10-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,50,-9.399999999999999
PPP,60091,Maine CD-2,10/11/19,10/13/19,46.4,47.8,50.7,2019-10-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,50,0.7000000000000028
YouGov,60100,National,10/13/19,10/15/19,48,41,46.5,2019-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,45.16666666666667,1.3333333333333286
Lord Ashcroft Polls,65725,National,10/1/19,10/15/19,57.4,42.6,42.6,2019-10-15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,46.5,-3.8999999999999986
SurveyUSA,62222,National,10/15/19,10/16/19,46.13333333333333,38.333333333333336,46.1,2019-10-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,42.6,3.5
SurveyUSA,62228,California,10/15/19,10/16/19,54.4,29.6,37.6,2019-10-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,37.925,-0.32499999999999574
Mason-Dixon,61983,Minnesota,10/14/19,10/16/19,51.25,39,43.875,2019-10-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,41.5,2.375
Emerson,60106,Iowa,10/13/19,10/16/19,49.666666666666664,50.333333333333336,50.333333333333336,2019-10-16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,52.5,-2.1666666666666643
Marquette Law School,62431,Wisconsin,10/13/19,10/17/19,47.875,44.875,48.5,2019-10-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,47,1.5
Ipsos,61979,National,10/17/19,10/18/19,43.166666666666664,37.333333333333336,47.083333333333336,2019-10-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,46.1,0.9833333333333343
CNN/SSRS,62229,National,10/17/19,10/20/19,51.75,43.5,45.875,2019-10-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,47.083333333333336,-1.2083333333333357
U. North Florida,62230,Florida,10/14/19,10/20/19,45.333333333333336,41.833333333333336,48.25,2019-10-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,50.775,-2.5249999999999986
Emerson,62233,National,10/18/19,10/21/19,50.833333333333336,49.166666666666664,49.166666666666664,2019-10-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,45.875,3.2916666666666643
YouGov,62241,National,10/20/19,10/22/19,47,41,47,2019-10-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,49.166666666666664,-2.1666666666666643
Civiqs,62447,National,10/19/19,10/22/19,45.25,42.75,48.75,2019-10-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,47,1.75
PPP,62525,Washington,10/22/19,10/23/19,59,37,39,2019-10-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,41.68,-2.6799999999999997
Siena/NYT,62548,Arizona,10/13/19,10/23/19,47,46.44,49.72,2019-10-23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,51.625,-1.9050000000000011
Siena/NYT,62550,Michigan,10/13/19,10/25/19,43.361666666666665,44.03333333333333,50.33583333333333,2019-10-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,40.5,9.835833333333333
Siena/NYT,62552,Pennsylvania,10/13/19,10/25/19,45.03666666666667,44.67166666666667,49.817499999999995,2019-10-25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,48.66666666666667,1.150833333333324
Siena/NYT,62549,Florida,10/13/19,10/26/19,43.79333333333334,45.016666666666666,50.611666666666665,2019-10-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,48.25,2.3616666666666646
Siena/NYT,62551,North Carolina,10/13/19,10/26/19,44.821666666666665,47.755,51.46666666666667,2019-10-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,50.18,1.2866666666666688
Siena/NYT,62553,Wisconsin,10/13/19,10/26/19,46.29833333333333,45.291666666666664,49.49666666666667,2019-10-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,48.5,0.9966666666666697
YouGov,62541,Texas,10/18/19,10/27/19,38.4,46,53.8,2019-10-27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,51.44166666666666,2.3583333333333343
Emerson,62508,Arizona,10/25/19,10/28/19,49.46666666666667,50.53333333333333,50.53333333333333,2019-10-28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,49.72,0.8133333333333326
Morning Consult,62514,National,10/25/19,10/28/19,35,36,50.5,2019-10-28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,48.75,1.75
YouGov,62515,National,10/27/19,10/29/19,47,42,47.5,2019-10-29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,50.5,-3
Zogby,62616,Georgia,10/28/19,10/30/19,43.2,44,50.4,2019-10-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,50,0.3999999999999986
ABC/Washington Post,62527,National,10/27/19,10/30/19,53.8,40.1,43.150000000000006,2019-10-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,47.5,-4.349999999999994
Beacon/Shaw,62536,National,10/27/19,10/30/19,46,40.6,47.3,2019-10-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,43.150000000000006,4.1499999999999915
Hart/POS,62537,National,10/27/19,10/30/19,50,41.5,45.75,2019-10-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,47.3,-1.5499999999999972
Siena/NYT,62530,Iowa,10/25/19,10/30/19,42.2275,45.8875,51.83,2019-10-30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,50.333333333333336,1.4966666666666626
YouGov,62623,National,10/25/19,10/31/19,48.7,48.075,49.6875,2019-10-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,45.75,3.9375
TIPP,62532,National,10/24/19,10/31/19,51.25,44,46.375,2019-10-31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,49.6875,-3.3125
Emerson,62539,Nevada,10/31/19,11/2/19,49.43333333333333,50.56666666666667,50.56666666666667,2019-11-02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,50.42857142857143,0.13809523809523938
Emerson,62538,Michigan,10/31/19,11/3/19,55.46666666666667,44.53333333333333,44.53333333333333,2019-11-03,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,50.33583333333333,-5.802500000000002
YouGov,62570,National,11/3/19,11/5/19,47,42,47.5,2019-11-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,46.375,1.125
Morning Consult,62590,National,11/8/19,11/8/19,44.25,39,47.375,2019-11-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,47.5,-0.125
U. Georgia SPIA,62608,Georgia,10/30/19,11/8/19,47.36,43.42,48.03,2019-11-08,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,50.4,-2.3699999999999974
Muhlenberg,62621,Pennsylvania,11/4/19,11/9/19,50.666666666666664,44.333333333333336,46.833333333333336,2019-11-09,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,49.817499999999995,-2.9841666666666598
Climate Nexus,62662,Georgia,11/4/19,11/10/19,45.4,48,51.3,2019-11-10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,48.03,3.269999999999996
Beacon/Shaw,62628,North Carolina,11/10/19,11/13/19,43,43.5,50.25,2019-11-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,51.46666666666667,-1.2166666666666686
Beacon/Shaw,62629,Nevada,11/10/19,11/13/19,44.75,40.5,47.875,2019-11-13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,50.56666666666667,-2.69166666666667
University of Texas at Tyler,62645,Texas,11/5/19,11/14/19,35.65,45.2,54.775000000000006,2019-11-14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,53.8,0.9750000000000085
Marquette Law School,62674,Wisconsin,11/13/19,11/17/19,42.166666666666664,48.083333333333336,52.958333333333336,2019-11-17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,49.49666666666667,3.461666666666666
SurveyUSA,62668,Georgia,11/15/19,11/18/19,44.333333333333336,44.5,50.08333333333333,2019-11-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,51.3,-1.2166666666666686
St. Anselm,62666,New Hampshire,11/13/19,11/18/19,49,44.25,47.625,2019-11-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,47.82,-0.19500000000000028
Emerson,62715,National,11/17/19,11/20/19,49.349999999999994,50.650000000000006,50.650000000000006,2019-11-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,47.375,3.2750000000000057
SurveyUSA,62979,National,11/20/19,11/21/19,48.5,39.916666666666664,45.70833333333333,2019-11-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,50.650000000000006,-4.941666666666677
RealClear Opinion Research,63036,National,11/15/19,11/21/19,48.8,40,45.6,2019-11-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,45.70833333333333,-0.10833333333332718
Beacon Research,62992,Texas,11/9/19,11/21/19,42.5,45.5,51.5,2019-11-21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373,54.775000000000006,-3.2750000000000057
SurveyUSA,62980,California,11/20/19,11/22/19,54.5,33.166666666666664,39.33333333333333,2019-11-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,37.6,1.7333333333333272
Emerson,62978,New Hampshire,11/22/19,11/26/19,49.13,45.42,48.144999999999996,2019-11-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,47.625,0.519999999999996
OH Predictive Insights / MBQF,63024,Arizona,12/3/19,12/4/19,40.4,46.4,53,2019-12-04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,50.53333333333333,2.4666666666666686
Øptimus,63026,Wisconsin,12/3/19,12/5/19,37.658,49.486000000000004,55.914,2019-12-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,52.958333333333336,2.9556666666666658
Øptimus,63027,Michigan,12/3/19,12/5/19,39.094,47.41,54.158,2019-12-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,44.53333333333333,9.62466666666667
Øptimus,63028,Pennsylvania,12/3/19,12/5/19,39.844,46.308,53.232,2019-12-05,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,46.833333333333336,6.398666666666664
